ICAO,Name,City,Elevation,Longitude,Latitude
KPPO,La Porte Muni,La Porte,805,-86.73453522,41.57266998
KPPQ,Pittsfield Penstone Municipal Airport,Pittsfield,703,-90.77859497,39.63890839
KPQI,Northern Maine Rgnl Arpt At Pr,Presque Isle,484,-68.04424286,46.68870544
KPQL,Lott Intl,Pascagoula,16,-88.52924347,30.46278954
KPQN,Pipestone Mun,Pipestone,1731,-96.30014801,43.98104477
KPRB,Paso Robles Muni,Paso Robles,817,-120.6265717,35.67282486
KPRC,Ernest A Love Field,Prescott,4991,-112.4192505,34.65472412
KPRE,Prineville Airport,Prineville,4609,-120.6122437,43.81879425
KPRG,Edgar Co,Paris,653,-87.67102051,39.69959259
KPRN,MacCrenshaw Meml,Greenville,438,-86.61077118,31.84573174
KPRO,Perry Mun,Perry,1006,-94.15951538,41.82790756
KPRR,Manuel Benavides Airport,Presidio,3586,-103.9136581,29.1180687
KPRS,Presidio Lely Intl,,2915,-104.3615189,29.63422012
KPRW,Prophetstown Airport,Prophetstown,624,-89.82870483,41.69711304
KPRX,Cox Field,Paris,538,-95.45040894,33.6366272
KPRZ,Portales Mun,Portales,4061,-103.4101563,34.14549255
KPSB,Mid-State,Philipsburg,1913,-78.08739471,40.88426971
KPSC,Tri-Cities,Pasco,403,-119.1185684,46.26472092
KPSF,Pittsfield Mun,Pittsfield,1158,-73.29087067,42.42746735
KPSK,New River Valley,Dublin,2089,-80.67850494,37.13734818
KPSM,Portsmouth Intl At Pease,Portsmouth,90,-70.82327271,43.0779686
KPSN,Palestine Mun,Palestine,408,-95.70632935,31.77948761
KPSO,Stevens,,7646,-107.0560074,37.28625488
KPSP,Palm Springs Intl,Palm Springs,428,-116.5062103,33.82968521
KPSX,Palacios Mun,Palacios,12,-96.25102234,28.72750473
KPTB,Dinwiddie Co,Petersburg,191,-77.50617981,37.18431091
KPTD,Potsdam Mun,Potsdam,469,-74.94842529,44.6766777
KPTG,Lee Co,Pennington Gap,1858,-83.0370636,36.7461319
KPTK,Oakland County Intl,Pontiac,973,-83.41830444,42.66564941
KPTN,Williams Meml,Patterson,4,-91.33893585,29.70933533
KPTS,Atkinson Mun,Pittsburg,933,-94.73123169,37.4491806
KPTT,Pratt Industrial,Pratt,1948,-98.74700928,37.70259094
KPTV,Porterville Mun,Porterville,437,-119.0627289,36.02959442
KPTW,Heritage Field,Pottstown,305,-75.55673218,40.23957062
KPUB,Pueblo Meml,Pueblo,4675,-104.499176,38.29021072
KPUC,Carbon Co,Price,5866,-110.7518005,39.61352158
KPUJ,Paulding Northwest Atlanta,,1286,-84.94062042,33.9120636
KPUL,Pullman Airport,Pullman,2538,-117.167099,46.65809631
KPUW,Pullman/Moscow Rgnl,Pullman/Moscow,2559,-117.1096649,46.74385834
KPVB,Platteville Mun,Platteville,1016,-90.4444046,42.68927383
KPVC,Provincetown Mun,Provincetown,8,-70.22106934,42.07217026
KPVD,Theodore Francis Green State,Providence,46,-71.42662048,41.72364044
KPVE,Beech River Regl,,467,-88.19532013,35.65631866
KPVF,Placerville,Placerville,2581,-120.7533264,38.72422409
KPVG,Hampton Roads Executive,Norfolk,23,-76.45083618,36.78084183
KPVJ,Pauls Valley Mun,Pauls Valley,959,-97.2241745,34.70766449
KPVU,Provo Muni,Provo,4494,-111.7233047,40.21899414
KPVW,Hale Co,Plainview,3371,-101.7171326,34.16831207
KPWA,Wiley Post,Oklahoma City,1286,-97.64720154,35.53388596
KPWC,Pine River Regl,Pine River,1294,-94.38174438,46.72478867
KPWD,Sher-Wood,Plentywood,2250,-104.5237122,48.79077911
KPWG,McGregor Executive,Waco,573,-97.31616211,31.48436928
KPWK,Chicago Executive,Chicago/Prospect Hgts/Wh,643,-87.90138245,42.11408615
KPWM,Portland Intl Jetport,Portland,53,-70.30826569,43.64570999
KPWT,Bremerton Natl,Bremerton,443,-122.7648621,47.49026489
KPXE,Perry-Houston Co,Perry,414,-83.76733398,32.51054382
KPYG,Pageland,Pageland,563,-80.34511566,34.74215317
KPYM,Plymouth Mun,Plymouth,140,-70.72773743,41.90865326
KPYN,Piedmont Mun,Piedmont,461,-90.71351624,37.12615585
KPYP,Centre-Piedmont-Cherokee County Regional Airport,,589,-85.61004639,34.08995438
KPYX,Perryton Ochiltree County Airport,Perryton,2915,-100.7524948,36.41213608
KPYY,Pymatuning Central Airport,Pymatuning Central,1063,-80.48178101,41.48620605
KPZQ,Presque Isle Co,Rogers City,669,-83.81287384,45.40710449
KQAB,Palos Park Airport,Palos Park,633,-87.85863495,41.69384384
KQL,Kol Airport,Minj,5270,144.8464355,-5.73072052
KRAA,Brewer Airport,Ramsey,641,-89.11815643,39.21078491
KRAC,Batten,Racine,665,-87.81388092,42.76091766
KRAE,Rangely Airport,Rangely,6528,-108.4378128,39.94784546
KRAG,Rangely Airport,Rangely,5372,-109.1896973,40.09209824
KRAI,Rapid City Airport,Rapid City,3466,-103.2735596,44.10826111
KRAL,Riverside Muni,Riverside,776,-117.4459229,33.95173264
KRAP,Rapid City Rgnl,Rapid City,3178,-103.0574875,44.04676437
KRAS,Mustang Beach,Port Aransas,4,-97.08878326,27.8118248
KRAW,Warsaw Mun,Warsaw,931,-93.34545135,38.34786224
KRAY,Raymond Airport,Raymond,633,-89.5554657,39.36660004
KRBD,Dallas Executive,Dallas,654,-96.86788177,32.68085861
KRBE,Rock Co,Bassett,2345,-99.57012939,42.57196045
KRBG,Roseburg Regl,Roseburg,519,-123.3559113,43.23932648
KRBL,Red Bluff Muni,Red Bluff,345,-122.252182,40.15033722
KRBM,Robinson AAF,Camp Robinson,579,-92.30014801,34.84692383
KRBO,Nueces Co,Robstown,78,-97.69010925,27.77814865
KRBW,Lowcountry Regl,Walterboro,89,-80.64064789,32.9209938
KRCA,Ellsworth Afb,Rapid City,3234,-103.103569,44.14510345
KRCE,Page Mun,Oklahoma City,1346,-97.82315063,35.48812866
KRCK,Coffield Regl,Rockdale,464,-96.98949432,30.63137054
KRCM,Skyhaven,Warrensburg,791,-93.80290985,38.78367233
KRCP,Rooks Co Regl,,1999,-99.30459595,39.34659958
KRCR,Fulton Co,Rochester,788,-86.18173218,41.06552887
KRCT,Nartron,Reed City,1055,-85.5160675,43.90198135
KRCV,Del Norte Mun-Co,Del Norte,7926,-106.3545456,37.71139145
KRCX,Rusk Co,Ladysmith,1231,-91.00020599,45.49652481
KRCZ,Rockingham-Hamlet,Rockingham,352,-79.76057434,34.89125061
KRDD,Redding Muni,Redding,497,-122.2931137,40.50865936
KRDG,Reading Rgnl/Carl A Spaatz Fie,Reading,326,-75.96492004,40.37840271
KRDK,Red Oak Mun,Red Oak,1042,-95.25865936,41.01094437
KRDM,Roberts Field,Redmond,3064,-121.1500473,44.25409698
KRDR,Grand Forks Afb,Grand Forks,903,-97.40081024,47.96128082
KRDU,Raleigh-Durham Intl,Raleigh/Durham,410,-78.78560638,35.87586975
KRED,Red Lodge,Red Lodge,5729,-109.2573929,45.18439102
KREE,Redwood Valley Airport,Redwood Valley,957,-123.0774231,39.2774086
KREG,Louisiana Regl,Gonzales,13,-90.94039917,30.17137527
KREI,Redlands Muni,Redlands,1523,-117.1464005,34.08526993
KREN,Redding Airport,Redding,478,-122.3759155,40.49929428
KREO,Rome State,Rome,4053,-117.8854065,42.57778549
KRER,Reserve Airport,Reserve,6108,-108.6829681,33.18257141
KRES,Reserve Airport,Reserve,7238,-108.5233612,33.95550919
KRET,Redstone Arsenal Airport,Redstone Arsenal,609,-86.60429382,34.54257584
KREW,Redwood Valley Airport,Redwood Valley,924,-123.088768,39.28576279
KRFD,Chicago/Rockford Intl,Rockford,731,-89.09657288,42.19533157
KRFG,Rooke,Refugio,54,-97.32600403,28.29578018
KRFI,Rusk Co,Henderson,436,-94.85173035,32.14162445
KRGA,Madison,Richmond,984,-84.33235931,37.63153458
KRGK,Red Wing Regl,Red Wing,778,-92.48496246,44.58934402
KRHI,Rhinelander-Oneida County,Rhinelander,1608,-89.46422577,45.63068771
KRHP,Andrews-Murphy,Andrews,1689,-83.86309052,35.19523621
KRHV,Reid-Hillview Of Santa Clara C,San Jose,131,-121.819809,37.3328743
KRI,Karimui,Karimui,3669,144.8259277,-6.493525028
KRIA,Richland Center Airport,Richland Center,1168,-90.54360962,43.43370438
KRIC,Richmond Intl,Richmond,163,-77.32011414,37.50473404
KRID,Richmond Mun,Richmond,1135,-84.8427124,39.7560463
KRIF,Richfield Mun,Richfield,5299,-112.101593,38.73412323
KRIL,Rifle Garfield County,Rifle,5503,-107.7279892,39.52660751
KRIR,Flabob,Riverside/Rubidoux,758,-117.4099197,33.9887886
KRIU,Rancho Murieta,Rancho Murieta,142,-121.1027985,38.48677063
KRIV,March Arb,Riverside,1513,-117.2582779,33.88400269
KRIW,Riverton Rgnl,Riverton,5475,-108.4603806,43.06402969
KRJ,Karawari Airstrip,Angoram,61,143.5219421,-4.595987797
KRJD,Ridgely Airpark,Ridgely,64,-75.86855316,38.97067642
KRKD,Knox Co Regl,Rockland,51,-69.09922791,44.06022263
KRKP,Aransas Co,Rockport,20,-97.04444122,28.08683586
KRKR,Kerr,Poteau,449,-94.62123871,35.02164078
KRKS,Rock Springs-Sweetwater County,Rock Springs,6745,-109.0655594,41.59405899
KRKW,Rockwood Mun,Rockwood,1644,-84.68979645,35.92237854
KRLD,Richland,Richland,390,-119.3042221,46.30564117
KRME,Griffiss Intl,Rome,501,-75.40701294,43.23383713
KRMG,Richard B Russell Regional - J,Rome,631,-85.15865326,34.35079575
KRMN,Stafford Regl,Stafford,191,-77.45544434,38.39811707
KRMY,Brooks,Marshall,938,-84.95549011,42.25117874
KRNC,Warren Co Meml,McMinnville,1029,-85.84381866,35.69873047
KRND,Randolph Afb,Universal City,738,-98.2780304,29.52890587
KRNH,New Richmond Rgnl,New Richmond,994,-92.53870392,45.14588165
KRNM,Ramona,Ramona,1390,-116.9152603,33.03917694
KRNO,Reno/Tahoe Intl,Reno,4409,-119.7680359,39.4988327
KRNP,Owosso Community,Owosso,735,-84.13848114,42.99300766
KRNT,Renton Mun,Renton,27,-122.2157516,47.49313736
KRNV,Cleveland Mun,Cleveland,140,-90.75793457,33.76250839
KROA,Roanoke-Blacksburg Rgnl/Woodru,Roanoke,1154,-79.97544098,37.32523346
KROC,Greater Rochester Intl,Rochester,544,-77.67045593,43.11933136
KROF,Allens Airport,Rockfish,196,-79.074646,34.97413254
KROG,Rogers Mun-Carter,Rogers,1349,-94.10697174,36.37242508
KROK,Bent Hickory Air Ranch Airport,Rockwell,536,-93.25931549,34.32809067
KROO,Rancho Rio Grande,Rosita South,622,-100.2335434,28.19929504
KROS,Rush City Regl,Rush City,923,-92.95219421,45.69719696
KROT,Robertsdale Airport,Robertsdale,89,-87.7828598,30.50809097
KROW,Roswell Intl Air Center,Roswell,3656,-104.5305481,33.30004501
KROX,Roseau Mun/Billberg,Roseau,1055,-95.69629669,48.85551834
KRPB,Belleville Mun,Belleville,1526,-97.65933228,39.81726456
KRPD,Rice Lake Regl-Carl's,Rice Lake,1099,-91.77342987,45.41878128
KRPH,Graham Mun,Graham,1114,-98.55490112,33.11069107
KRPJ,Rochelle Mun-Koritz,Rochelle,776,-89.0796814,41.89264679
KRPX,Roundup,Roundup,3466,-108.544632,46.47556305
KRQB,Roben-Hood,Big Rapids,948,-85.50278473,43.7220726
KRQE,Window Rock,Window Rock,6722,-109.067337,35.65205002
KRQO,El Reno Mun,El Reno,1418,-98.00606537,35.47265625
KRRL,Merrill Mun,Merrill,1311,-89.71178436,45.19916916
KRRQ,Rock Rapids Mun,Rock Rapids,1358,-96.17977142,43.45211792
KRRT,Warroad Intl-Carlson,Warroad,1073,-95.34913635,48.94187546
KRSL,Russell Muni,Russell,1859,-98.81083679,38.87074661
KRSN,Ruston Regl,Ruston,293,-92.58849335,32.51463318
KRST,Rochester Intl,Rochester,1302,-92.50007629,43.90786362
KRSV,Robinson Mun,Robinson,456,-87.6492691,39.01595306
KRSW,Southwest Florida Intl,Fort Myers,28,-81.75517273,26.53618431
KRTN,Raton Mun/Crews,Raton,6333,-104.5014877,36.74219894
KRTS,Reno/Stead,Reno,5033,-119.8766251,39.66780853
KRU,Kerau Airport,Kokoda,7353,147.0720825,-8.271468163
KRUE,Russellville Regl,Russellville,387,-93.0925827,35.25928116
KRUG,Rugby Mun,Rugby,1541,-100.0243073,48.39035797
KRUQ,Rowan Co,Salisbury,768,-80.52032471,35.64585876
KRUT,Rutland - Southern Vermont Rgn,Rutland,780,-72.94957733,43.52921295
KRVJ,Reidsville,Reidsville,180,-82.15354156,32.05951309
KRVL,Mifflin Co,Reedsville,813,-77.62686157,40.67739487
KRVN,Hawkins Co,Rogersville,1242,-82.8850708,36.45757294
KRVS,Richard Lloyd Jones Jr,Tulsa,625,-95.98442078,36.03950119
KRWF,Redwood Falls Muni,Redwood Falls,1019,-95.0822525,44.54669189
KRWI,Rocky Mount-Wilson Rgnl,Rocky Mount,154,-77.89192963,35.85622025
KRWL,Rawlins Muni/Harvey Field,Rawlins,6771,-107.2004852,41.80570984
KRWN,Arens,Winamac,707,-86.61293793,41.09226608
KRWV,Caldwell Mun,Caldwell,378,-96.70407867,30.51544571
KRXE,Rexburg-Madison Co,Rexburg,4858,-111.8051529,43.83390045
KRYM,Miller AAF,Camp Ripley,1146,-94.36271667,46.09428024
KRYN,Ryan Field,Tucson,2399,-111.1749573,32.14205933
KRYV,Watertown Mun,Watertown,824,-88.72296143,43.1698494
KRYW,Lago Vista-Allen,Lago Vista,1219,-97.96946716,30.49859047
KRYY,Cobb County Intl-Mccollum Fiel,Atlanta,1013,-84.59706116,34.01316452
KRZL,Jasper Co,Rensselaer,684,-87.18382263,40.94771576
KRZN,Burnett Co,Siren,987,-92.37356567,45.82351685
KRZR,Cleveland Regl Jetport,,845,-84.79975128,35.21146774
KRZT,Ross Co,Chillicothe,715,-83.02307129,39.4404335
KSAA,Shively,Saratoga,6935,-106.8275681,41.44358826
KSAB,Santa Elena Airstrip,Sanderson,1835,-101.8961487,29.63919449
KSAC,Sacramento Executive,Sacramento,22,-121.4931335,38.51282501
KSAD,Safford Regl,Safford,3168,-109.6350937,32.85340118
KSAE,Hacienda Guadalupe Airport,Sanderson,3850,-102.3968048,29.02597809
KSAF,Santa Fe Muni,Santa Fe,6299,-106.0895844,35.61703873
KSAG,Los Pilares Airport,Sanderson,4002,-102.6358109,28.84777451
KSAH,Boquillas del Carmen Airport,Sanderson,1960,-102.9112549,29.17795181
KSAI,Rancho Loma Blanca Airport,Sanderson,1743,-102.1380081,29.70363426
KSAJ,Ganaderia Santo Domingo Airport,Sanderson,4327,-102.3929977,28.94227409
KSAK,Rancho El Salado Airstrip,Sanderson,1607,-101.759079,29.63925362
KSAL,La Parra Ranch Airport,Sarita,10,-97.69736481,27.22538757
KSAM,Santa Margarita Ranch Airport,Santa Margarita,987,-120.6159286,35.40028
KSAN,San Diego Intl,San Diego,15,-117.189682,32.7335701
KSAO,El Jardin Airport,Sanderson,4096,-102.5852127,29.17358398
KSAQ,Ranch at Double Gates Airport,Santa Anna,1603,-99.41603851,31.60048294
KSAR,Sparta Community-Hunter,Sparta,528,-89.69879913,38.14869308
KSAS,Salton Sea,Salton City,-84,-115.9525909,33.24122238
KSAT,San Antonio Intl,San Antonio,784,-98.46931458,29.53411674
KSAU,Howard Airfield,Saint Johns,760,-84.57492828,42.93850708
KSAV,Savannah/Hilton Head Intl,Savannah,33,-81.20188141,32.12741089
KSAW,Sawyer Intl,Marquette,1192,-87.39536285,46.3536377
KSAZ,Staples Mun,Staples,1286,-94.80660248,46.38088608
KSBA,Santa Barbara Muni,Santa Barbara,11,-119.8410339,34.42596436
KSBD,San Bernardino Intl,San Bernardino,1121,-117.2348938,34.0953598
KSBM,Sheboygan County Memorial,Sheboygan,745,-87.85173798,43.76959229
KSBN,South Bend Intl,South Bend,781,-86.31801605,41.70922852
KSBO,Emanuel Co,Swainsboro,323,-82.36997223,32.60912323
KSBP,San Luis County Rgnl,San Luis Obispo,183,-120.6436539,35.23715591
KSBS,Steamboat Springs/Adams,Steamboat Springs,6878,-106.8663254,40.51626968
KSBU,Blue Earth Mun,Blue Earth,1096,-94.09302521,43.59566879
KSBX,Shelby,Shelby,3427,-111.8711243,48.54055405
KSBY,Salisbury-Ocean City Wicomico,Salisbury,48,-75.50971985,38.34010696
KSCA,Sidney Mun,Sidney,1040,-84.14878845,40.2408905
KSCB,Scribner State,Scribner,1319,-96.63053894,41.60979843
KSCC,Ellis Airport,Scotland Neck,89,-77.37709045,36.04248428
KSCD,Merkel Sylacauga Mun,Sylacauga,558,-86.30554962,33.17183685
KSCH,Schenectady County,Schenectady,335,-73.92993164,42.85211182
KSCK,Stockton Metropolitan,Stockton,28,-121.2397385,37.89467239
KSCO,Scott Air Force Base Airport,Scott Air Force Base,451,-89.87393951,38.49647903
KSCR,Siler City Mun,Siler City,607,-79.50426483,35.70432663
KSCU,Scarborough Airport,Scarborough,83,-70.2647171,43.56713104
KSDA,Shenandoah Mun,Shenandoah,963,-95.4139328,40.75184631
KSDC,Williamson-Sodus,Williamson/Sodus,421,-77.11946869,43.23459244
KSDF,Louisville Intl-Standiford Fie,Louisville,479,-85.7355423,38.17459869
KSDL,Scottsdale,Scottsdale,1478,-111.9105453,33.62288284
KSDM,Brown Field Muni,San Diego,515,-116.9798813,32.57194519
KSDY,Sidney-Richland Rgnl,Sidney,1978,-104.1917496,47.70729828
KSEA,Seattle-Tacoma Intl,Seattle,390,-122.3123322,47.4501915
KSEC,Reapers Field,Searcy,222,-91.80222321,35.32736206
KSEE,Gillespie Field,San Diego,373,-116.972374,32.82611847
KSEF,Sebring Regl,Sebring,56,-81.34236145,27.45642853
KSEG,Penn Valley,Selinsgrove,449,-76.86417389,40.82128143
KSEL,Panamint Springs Airstrip,Searles Valley,1947,-117.46772,36.33821106
KSEM,Craig,Selma,165,-86.98777771,32.34022522
KSEP,Clark Mun,Stephenville,1305,-98.17771912,32.21533203
KSEQ,Randolph AFB Aux,Seguin,525,-97.90695953,29.56460381
KSER,Freeman Mun,Seymour,574,-85.90744781,38.92362213
KSET,St Charles Co Smartt,St Charles,436,-90.42951965,38.93031693
KSEZ,Sedona,Sedona,4783,-111.7884293,34.84858322
KSFB,Orlando Sanford Intl,Orlando,43,-81.23485565,28.77630234
KSFF,Felts Field,Spokane,1952,-117.3218994,47.68299103
KSFM,Sanford Regl,Sanford,237,-70.70780182,43.39415359
KSFO,San Francisco Intl,San Francisco,10,-122.3754654,37.61853409
KSFQ,Suffolk Executive,Suffolk,68,-76.60189819,36.68312836
KSFY,Tri-Township,Savanna,613,-90.10794067,42.04586029
KSFZ,North Central State,Pawtucket,426,-71.491539,41.92028046
KSGF,Springfield-Branson National,Springfield,1263,-93.38840485,37.24560165
KSGH,Springfield-Beckley Municipal Airport,Springfield,1043,-83.84074402,39.83967209
KSGJ,Northeast Florida Rgnl,St Augustine,8,-81.33924103,29.95810509
KSGR,Sugar Land Rgnl,Houston,78,-95.65653992,29.62225533
KSGS,South St Paul Muni-Richard E F,South St Paul,820,-93.0328598,44.85713959
KSGT,Stuttgart Mun,Stuttgart,220,-91.57461548,34.59986877
KSGU,St George Rgnl,St George,2858,-113.5103073,37.03640747
KSHA,Shaw Airport,Shaw,124,-90.69133759,33.58200073
KSHB,Shelby Airport,Shelby,154,-90.9289093,33.99221802
KSHD,Shenandoah Valley Regl,Staunton/Waynesboro/Harr,1188,-78.89642334,38.26382828
KSHF,Shelby Airport,Shelby,1008,-81.62563324,35.38703537
KSHL,Sheldon Mun,Sheldon,1416,-95.83343506,43.20840073
KSHN,Sanderson,Shelton,266,-123.1488724,47.23652649
KSHR,Sheridan County,Sheridan,3987,-106.9799271,44.77002716
KSHV,Shreveport Rgnl,Shreveport,236,-93.82541656,32.44696045
KSHY,Shelby Airport,Shelby,152,-90.91761017,33.97001266
KSIE,El Retorno Airport,Siesta Shores,348,-99.30744934,26.78502274
KSIF,Rockingham Co-Shiloh,Reidsville,679,-79.85102081,36.43722534
KSII,El Lloron Airstrip,Sierra Blanca,5067,-105.504158,30.69249535
KSIK,Sikeston Meml Mun,Sikeston,313,-89.56177521,36.89889526
KSIL,Silverton Airport,Silverton,215,-122.8046341,45.01904678
KSIM,Simmesport Airport,Simmesport,36,-91.78968048,30.94483376
KSIV,Sullivan Co,Sullivan,536,-87.44837189,39.11470413
KSIY,Siskiyou Co,Montague,2641,-122.468132,41.78143692
KSJC,Mineta San Jose Intl,San Jose,47,-121.928627,37.36299515
KSJN,St Johns Industrial,St Johns,5733,-109.3789673,34.51817322
KSJS,Big Sandy Regl,Prestonsburg,1195,-82.63669586,37.75097656
KSJT,San Angelo Rgnl/Mathis Field,San Angelo,1905,-100.4958878,31.35795784
KSJX,Beaver I,Beaver I,666,-85.56635284,45.6925087
KSKA,Fairchild Afb,Spokane,2438,-117.6558075,47.61505508
KSKF,Kelly Fld,San Antonio,675,-98.58111572,29.3842392
KSKI,Sac City Mun,Sac City,1242,-94.97966003,42.37944031
KSKK,Skidway Lake Airport,Skidway Lake,879,-84.06043243,44.39004135
KSKX,Taos Regl,Taos,7055,-105.6724014,36.45317459
KSKY,Griffing-Sandusky,Sandusky,576,-82.65239716,41.4333725
KSLB,Storm Lake Mun,Storm Lake,1477,-95.24046326,42.59819412
KSLC,Salt Lake City Intl,Salt Lake City,4226,-111.9753418,40.78684235
KSLE,Mcnary Fld,Salem,204,-123.0025635,44.90951157
KSLG,Smith,Siloam Springs,1183,-94.48999786,36.19182968
KSLH,Cheboygan Co,Cheboygan,634,-84.51921082,45.65346146
KSLI,Los Alamitos Aaf,Los Alamitos,26,-118.0517731,33.7900238
KSLK,Adirondack Rgnl,Saranac Lake,1645,-74.2062149,44.38459015
KSLL,Sleepy Hollow Airport,Sleepy Hollow,4538,-105.4214554,44.27745819
KSLN,Salina Rgnl,Salina,1264,-97.65429688,38.789711
KSLO,Salem-Leckrone,Salem,568,-88.96421051,38.64287567
KSLP,Sleepy Eye Airport,Sleepy Eye,1024,-94.86516571,44.345047
KSLR,Sulphur Springs Mun,Sulphur Springs,478,-95.62216187,33.16120911
KSMD,Smith Field,Ft Wayne,829,-85.15279388,41.1433754
KSME,Lake Cumberland Rgnl,Somerset,918,-84.61555481,37.05360031
KSMF,Sacramento Intl,Sacramento,24,-121.5907822,38.69543457
KSMM,Smith Center Airport,Smith Center,1801,-99.04129028,39.78905106
KSMN,Lemhi County,Salmon,4040,-113.8814468,45.12329483
KSMO,Santa Monica Muni,Santa Monica,148,-118.4513168,34.01582718
KSMQ,Somerset,Somerville,98,-74.67057037,40.62572098
KSMS,Sumter,Sumter,181,-80.36135864,33.99488831
KSMX,Santa Maria Pub/Capt G Allan Hancock Field,Santa Maria,228,-120.458931,34.89979935
KSNA,John Wayne Airport-Orange County Airport,Santa Ana,48,-117.8676605,33.67611694
KSNC,Chester,Chester,404,-72.50579071,41.38369751
KSNH,Savannah-Hardin Co,Savannah,463,-88.21672821,35.17024231
KSNK,Winston,Snyder,2412,-100.9507294,32.69303513
KSNL,Shawnee Rgnl,Shawnee,1068,-96.94284821,35.35731506
KSNN,PL Fuller Rough Creek Ranch Airport,Snyder,2428,-100.893959,32.8931427
KSNS,Salinas Muni,Salinas,80,-121.6070099,36.66246796
KSNY,Sidney Muni/Lloyd W Carr Field,Sidney,4294,-102.9849548,41.09946823
KSOA,Sonora Muni,Sonora,2138,-100.6485748,30.58571243
KSOH,South Haven Airport,South Haven,610,-86.23786926,42.42239761
KSOO,W E Ranch Airport,Soda Springs,5063,-111.7780457,42.44556808
KSOP,Moore Co,Pinehurst/Southern Pines,443,-79.38905334,35.2374382
KSOW,Show Low Regl,Show Low,6403,-110.0049744,34.26518631
KSOY,Sioux Center Mun,Sioux Center,1450,-96.18753052,43.13440704
KSP,Kosipe Airport,Kokoda,6308,147.2114105,-8.451893806
KSPA,Spartanburg Downtown Meml,Spartanburg,791,-81.95650482,34.91577911
KSPB,Scappoose Industrial Airpark,Scappoose,54,-122.8618393,45.77103424
KSPF,Black Hills-Ice,Spearfish,3897,-103.7842484,44.48000717
KSPG,Albert Whitted,St Petersburg,6,-82.62675476,27.7650547
KSPH,Springhill,Springhill,211,-93.40908813,32.98370743
KSPI,Abraham Lincoln Capital,Springfield,589,-89.67827606,39.84408188
KSPL,Springfield Airport,Springfield,4785,-103.013649,37.52874756
KSPP,Gardiners Island Landing Field,Springs,22,-72.09238434,41.06598663
KSPR,Underline OK Airport,Springtown,1116,-97.71389008,32.92939758
KSPS,Sheppard Afb/Wichita Falls Mun,Wichita Falls,1003,-98.49200439,33.98923111
KSPV,Spring Valley Airport,Spring Valley,1362,-92.30110931,43.58180618
KSPW,Spencer Mun,Spencer,1336,-95.20279694,43.16563416
KSPZ,Silver Springs,Silver Springs,4240,-119.2511597,39.40309525
KSQI,Whiteside Co-Bittorf,Sterling/Rockfalls,645,-89.67720032,41.74308395
KSQL,San Carlos,San Carlos,5,-122.2495422,37.51185989
KSRB,Upper Cumberland Regl,Sparta,1019,-85.53012085,36.05672836
KSRC,Searcy Mun,Searcy,250,-91.73757172,35.21059799
KSRE,Seminole Mun,Seminole,1007,-96.6759491,35.27329636
KSRQ,Sarasota/Bradenton Intl,Sarasota/Bradenton,24,-82.554039,27.39544487
